StockCode,Revenue,Quantity,Transactions,Customers,Description
35833G,198.0,126,29,23,4 GOLD FLOCK CHRISTMAS BALLS
47503H,197.38,150,48,45,ASS FLORAL PRINT SPIRIT LEVEL 
21950,197.05,185,2,2,SET OF 6 DOTS CHOPSTICKS
21369,195.0,128,17,15,MIRRORED WALL ART SPLODGES
84927D,195.0,950,24,22,LA PALMIERA TILE HOOK
47504F,194.75,527,13,12,ENGLISH ROSE TORCH
21018,194.65,229,37,30,BIRD BOX CHRISTMAS TREE DECORATION
17014D,194.28,476,5,5,ORIGAMI ROSE INCENSE CONES
46776E,193.95000000000002,93,11,9,WOVEN CANDY CUSHION COVER 
84877D,193.75,107,15,14,BLUE ROUND COMPACT MIRROR
21372,193.23000000000002,141,36,28,MIRRORED WALL ART TABLE LAMP
90161A,193.05,39,14,14,ANT COPPER RED BOUDICCA BRACELET
21582,193.04999999999998,117,16,15,KINGS CHOICE SMALL TUBE MATCHES
35921,192.5,154,26,23,EASTER BUNNY HANGING GARLAND
84893,192.3,34,15,12,ANT WHITE IRON BASKET
90087,191.76,276,21,13,CRYSTAL SEA HORSE PHONE CHARM
90129B,191.75000000000003,65,18,17,TURQUOISE GLASS TASSLE BAG CHARM 
90030B,191.3,122,19,17,RED KUKUI COCONUT SEED NECKLACE
90185B,191.25,45,13,12,AMETHYST DIAMANTE EXPANDABLE RING
71028B,189.89,483,8,7,SILVER BLUE EGG T-LIGHT HOLDER
21400,189.54,1027,63,54,RED PUDDING SPOON
79303D,188.8,64,7,5,LILAC FLOWER BLOCK TABLE LAMP
90122C,188.1,38,15,12,TURQUOISE CRYSTAL+GLASS BRACELET
20837,188.07000000000002,165,18,17,FRENCH FLORAL CUSHION COVER 
21370,188.05,50,16,15,MIRRORED WALL ART FOXY
84509E,187.31,133,12,11,CAROUSEL PLACEMATS 
21460,187.2,96,20,20,GREEN EASTER EGG HUNT START POST
90016B,187.0,22,17,14,GOLD/M.O.P PENDANT ORBIT NECKLACE
21543,186.95,267,13,13,BUTTERFLY WATER TRANSFER TATTOOS 
90014B,185.0,20,15,13,GOLD M PEARL  ORBIT NECKLACE
84803A,184.21,109,16,16,PINK ALLIUM  ARTIFICIAL FLOWER
17084P,184.04,924,26,23,DRAGONS BLOOD INCENSE
35819B,182.95,383,29,26,"ACRYLIC HANGING JEWEL,BLUE"
90035A,182.75,17,9,7,"PEARL & SHELL 42""NECKL. GREEN"
90210A,182.65,79,12,12,GREY ACRYLIC FACETED BANGLE
16053,182.58,4298,8,8,POPART COL BALLPOINT PEN ASST
72799D,182.15,65,13,12,BLUE PILLAR CANDLE SILVER FLOCK
85128,182.09,165,2,2,PLANTPOT SINGLE HOOK PISTACHIO
84464,181.65,83,11,10,S/60 PINK FLUFFY CHICKS IN BOX
37379B,181.5,1122,3,3,BLUE CHERRY BLOSSOM CUP & SAUCER
84962,179.85000000000002,3,2,2,SET/3 COLOUR PAINTED KASHMIRI STOOL
23697,179.64000000000001,438,26,26,A PRETTY THANK YOU CARD
16043,179.04000000000002,2142,12,11,POP ART PUSH DOWN RUBBER 
90029,178.5,21,10,10,NEW BAROQUE SMALL NECKLACE BLACK
37506,178.5,30,22,21,NEW ENGLAND MILK JUG W GIFT BOX
90122A,178.20000000000002,36,14,14,PINK CRYSTAL+GLASS BRACELET
35838A,177.6,172,18,18,S/6 MULTICOLOUR ORNAMENETAL CANDLE
84985B,176.89999999999998,122,19,12,SET OF 72 BLACK PAPER DOILIES 
84966A,176.0,12,3,3,PINK KASHMIRI BOXED MIRROR
72812,175.98,78,16,14,LARGE ZINC/GLASS CANDLEHOLDER
21368,175.05,195,39,32,MIRRORED WALL ART LADIES
90036C,174.9,22,8,7,"FLOWER GLASS GARLAND NECKL.36""BLUE"
35793,174.05,101,8,7,S/3 PUPPIES CHRISTMAS DECORATIONS
75011,172.51,181,15,11,BLUE DAISY MOBILE
90210C,171.95000000000002,113,9,9,RED   ACRYLIC FACETED BANGLE
84706C,170.8,84,4,4,PINK FLOCK TABLE CLOCK 
84706B,170.04999999999998,19,8,8,FAIRY CAKES TABLE CLOCK
47347B,169.72,236,7,6,BLUE FLOWER T-LIGHT HOLDER
84531B,169.26,194,38,35,BLUE KNITTED EGG COSY
90119,168.72,68,18,6,METALIC LEAVES BAG CHARMS
35818B,168.38,403,8,8,"ACRYLIC JEWEL ICICLE, BLUE"
90122B,168.3,34,14,14,JADE CRYSTAL+GLASS BRACELET
85205A,168.29999999999998,66,21,21,IVORY FELT EASTER RABBIT GARLAND
79403,167.45,197,23,19,FROSTED WHITE BASE 
90178B,167.29999999999998,14,9,9,PURPLE CHUNKY GLASS+BEAD NECKLACE
90036A,166.95000000000002,21,14,10,FLOWER GARLAND NECKLACE RED
22330,166.75,115,15,15,72 ROUND PINK DOILIES
21102,165.75,65,12,10,"CANDLE IN JAR COLLAGE , VANILLA"
90186A,165.20000000000002,56,15,14,AMETHYST HOOP EARRING FLORAL LEAF
85024C,165.0,100,42,33,PINK SMALL JEWELLED PHOTOFRAME
84526,163.79999999999998,84,31,23,GIANT BLACK SUNGLASSES
84531A,163.41,187,38,35,PINK KNITTED EGG COSY
90159,163.35,33,15,13,COTE D'AZURE NECKLACE
35809B,162.48,81,22,21,ENAMEL BLUE RIM TEA CONTAINER
16207A,162.25000000000003,55,19,17,PINK STRAWBERRY HANDBAG 
90162B,162.25000000000003,55,19,14,ANT SILVER LIME GREEN BOUDICCA RING
84529A,162.0,24,10,9,PINK KNITTED KIDS RUCKSACK
47591A,161.7,98,36,32,CAROUSEL DES CHILD'S APRON
90151,161.5,19,7,5,SILVER/NATURAL SHELL NECKLACE
90040B,161.0,46,17,17,MURANO STYLE GLASS BRACELET BLACK
23305,159.9,82,9,9,SET 4 PICNIC CUTLERY BLUEBERRY
85185C,159.3,54,26,24,COW  SOCK PUPPET
85165,159.2,16,11,9,CANDY PINK FRENCH BOUDOIR CLOCK
90125A,159.0,140,12,9,PINK BERTIE GLASS BEAD BAG CHARM
22864,158.76,378,2,1,MUG AND COASTER SET RED CIRCLES
84926C,158.75,127,19,17,FAIRY CAKES TILE COASTER
90019A,158.4,32,17,16,SILVER M.O.P ORBIT BRACELET
21193,158.36,84,14,14,WHITE HONEYCOMB PAPER FAN 
90155,157.5,21,12,12,RESIN NECKLACE W PASTEL BEADS
21031,157.41,128,25,23,SPACE CADET BLACK
10123G,157.18,2246,12,12,ARMY CAMO WRAPPING TAPE
16054,156.9,1205,37,32,POPART RECT PENCIL SHARPENER ASST
23143,156.8,25,12,12,ZINC WIRE KITCHEN ORGANISER
23468,156.75,19,11,11,TUSCAN VILLA BIRD TABLE 
17178,156.65,133,24,20,FLAT PALM T-LIGHT HOLDER
21226,156.25,125,20,17,POCKET MIRROR WOODLAND
82585,155.88,132,21,18,SWEET VALENCIA CANDLE+CUP
90098,155.54999999999998,61,23,22,NECKLACE+BRACELET PINK BUTTERFLY
23416,155.07,123,18,18,CHAMBRE HOOK
90123B,154.7,26,11,8,TURQUOISE HEART OF GLASS BRACELET
72140E,154.20999999999998,217,27,26,BEST DAD CANDLE LETTERS
90013A,153.75,41,10,8,MIDNIGHT BLUE VINTAGE EARRINGS
84855,153.45000000000002,31,11,10,BLOKEY SILVER TOOL SET
84029D,153.3,46,12,12,LEOPARD PRINT HOT WATER BOTTLE
90063A,153.0,18,10,10,WHITE VINT ART DECO CRYSTAL NECKLAC
90185A,153.0,36,9,8,AMBER DIAMANTE EXPANDABLE RING
21461,152.1,78,19,17,BLUE EASTER EGG HUNT START POST
48175,152.0,38,1,1,DOOR MAT CAMOUFLAGE
16202E,150.6,81,13,12,BLACK PHOTO ALBUM 
79161A,150.45000000000002,51,16,16,ST GEORGE SET OF 10 PARTY LIGHTS
90093,150.44,200,18,15,CLEAR CRYSTAL STAR PHONE CHARM
37471,150.4,1384,4,4,MULTICOLOUR DOTS PLATE
17011A,150.0,254,6,6,ORIGAMI VANILLA INCENSE+FLOWER 
82093,150.0,100,7,7,HEART SHAPE BUTTON FRAME 
21310,149.75,5,3,3,CAPIZ CHANDELIER
84452,149.6,176,26,23,METAL RABBIT LADDER EASTER 
82587,149.19,123,32,26,TEXRIO TOMATOES CANDLE+CUP
17108D,149.1,355,23,17,FLOWER FAIRY SUMMER BOUQUET SACHET
90016A,148.75,22,9,8,SILVER/M.O.P PENDANT ORBIT NECKLACE
90000D,148.75,25,13,13,COPPER/OLIVE GREEN FLOWER NECKLACE
90000A,148.75,25,14,14,RASPBERRY ANT COPPER FLOWER NECKLAC
90018A,148.75,35,16,15,SILVER M.O.P ORBIT DROP EARRINGS
85026B,147.9,174,20,20,EAU DE NILE JEWELLED T-LIGHT HOLDER
90129C,147.5,50,17,16,GREEN GLASS TASSLE BAG CHARM
84720,147.05,35,3,3,DOT MATRIX CANVAS ART PICTURE
90002A,146.25,39,14,14,FLOWER BURST SILVER RING OPAL
85095,145.81,91,11,9,THREE CANVAS LUGGAGE TAGS
20796,145.2,88,13,11,SMALL BLUE PROVENCAL CERAMIC BALL
35980C,145.16,382,28,28,REDWHITE STRIPE SCANDINAVIAN HEART 
20672,145.0,116,22,21,PINK TEATIME PRINT BOWL
84313A,144.5,34,16,10,PINK TV TRAY TABLE 
47518F,144.3,900,31,22,ICON PLACEMAT POP ART ELVIS
35610B,144.07,179,13,13,BLACK CHRISTMAS FLOCK DROPLET 
90048,143.55,29,6,4,GREEN WITH METAL BAG CHARM
22882,143.25,99,26,18,NUMBER TILE VINTAGE FONT 3
84564,143.1,18,9,9,6 SEGMENT COLOURED SNACK BOWL 
21353,143.1,18,8,8,SILVER SLEIGHBELL  WREATH
90036E,143.1,18,11,10,"FLOWER GLASS GARLD NECKL36""AMETHYST"
90123C,142.8,24,9,7,GREEN HEART OF GLASS BRACELET
84877A,142.5,46,14,14,PINK ROUND COMPACT MIRROR
82553,141.9,86,20,14,POP'S GREASY SPOON METAL SIGN
23694,141.84,348,24,23,PAISLEY PARK CARD
37422,141.68,344,27,14,WHITE WITH BLACK CATS BOWL
84617,140.25,11,7,7, NEW BAROQUE BLACK BOXES
21003,139.7,22,11,10,ROSE DU SUD CUSHION COVER
10120,139.44,664,62,52,DOGGY RUBBER
90180B,139.29999999999998,14,10,10,PURPLE AMETHYST NECKLACE W TASSEL
90124C,139.29999999999998,14,8,7,GREEN MURANO TWIST NECKLACE
90086,139.18,190,19,12,CRYSTAL FROG PHONE CHARM
20968,138.75,37,14,14,GREEN FLORAL FELTCRAFT SHOULDER BAG
81952V,138.63,453,34,27,ROUND PURPLE CLOCK W/SUCKER
23304,138.45,71,9,9,SET 4 PICNIC CUTLERY CHERRY 
23417,137.76,140,21,21,BATHROOM HOOK
72754B,137.54,170,8,8,F FAIRY POTPOURRI CUSHIONS LAVENDER
90123D,136.85000000000002,23,8,7,WHITE HEART OF GLASS BRACELET
84709A,136.85,23,11,11,SILVER OVAL JEWELLED MIRROR
35824P,136.44,324,3,2,"HANGING FLOWERS+MIRROR,PINK"
90214A,135.71,127,45,27,"LETTER ""A"" BLING KEY RING"
20952,135.24,322,20,19,PORCELAIN CHERUB BELL SMALL
90036B,135.15,17,9,8,"FLOWER GLASS GARLAND NECKL.36""GREEN"
84527,135.15,73,19,19,FLAMES SUNGLASSES PINK LENSES
90081C,133.65,27,13,13,LILY BROOCH OLIVE COLOUR
84231,132.6,204,34,28,EASTER BUNNY WITH BASKET ON BACK
79192A,132.5,106,30,26,RETRO PLASTIC 70'S TRAY
71496A,132.24,240,8,8,A4 WALL TIDY BLUE OFFICE
45013,132.0,48,8,8,FOLDING SHOE TIDY
22885,131.55,93,17,13,NUMBER TILE VINTAGE FONT 6 
77079,131.44,62,11,10,DOLPHIN WINDMILL
37467,131.44,212,28,28,PIG MUG IN TWO COLOUR DESIGNS
48179,131.25,28,6,6,DOOR MAT SWEET HOME
82011A,131.25,35,23,19,"BATHROOM SCALES, TROPICAL BEACH"
90003D,131.25,35,15,15,CRYSTAL PAIR HEART HAIR SLIDES
90013C,131.25,35,10,10,GREEN VINTAGE EARRINGS 
84555A,130.9,46,15,13,YELLOW VW BEETLE CERAMIC MONEY BOX
84874B,130.35,79,28,26,BLUE TRAVEL FIRST AID KIT
84925E,130.05,75,3,3,FLOWERS WALL THERMOMETER
20899,129.8,44,12,12,VINTAGE NOTEBOOK RED ROSE
17011D,129.3,207,2,2,ORIGAMI ROSE INCENSE+FLOWER
84228,129.24,322,23,19,HEN HOUSE W CHICK STANDING
20821,128.70000000000002,26,10,10,GOLDIE LOOKING MIRROR
90065A,128.25,19,7,7,WHITE VINTAGE CRYSTAL BRACELET
16119,128.21,271,7,7,FUNKY GIRL ADDRESS BOOK
84255B,128.10000000000002,61,14,11,ORANGE COCKTAIL GLASS LAMP
90175B,127.8,15,7,6,PINK GLASS CHUNKY CHARM BRACELET
90063B,127.5,15,9,8,BLACK VINT ART DEC CRYSTAL NECKLACE
90013D,127.5,34,8,7,PURPLE VINTAGE EARRINGS
84782B,127.5,10,6,6,BLACK 3 TIER GLASS PLATE STAND
85018C,127.2,36,4,4,S/6 PAPER BOXES CURIOUS IMAGES 
85179C,126.85,77,10,10,PINK BITTY LIGHT CHAIN
46137D,126.85,43,3,2,GREEN CHENILLE SHAGGY RUG
23303,126.75,65,6,6,SET 4 PICNIC CUTLERY FONDANT
82607E,126.25,101,25,18,GLASS BONBON JAR. D'AMANDES
84622,124.95,21,7,7,PINK GINGHAM ROSE CUSHION COVER
84559D,124.94999999999999,147,29,23,3D SHEET OF SEA WORLD STICKERS
35816P,124.88,292,7,7,"ACRYLIC JEWEL ANGEL,PINK"
10080,124.60999999999999,303,26,23,GROOVY CACTUS INFLATABLE
84661C,124.55000000000001,137,12,12,PINK SQUARE TABLE CLOCK
90125D,124.2,102,11,9,PURPLE BERTIE GLASS BEAD BAG CHARM
84927A,124.17,218,25,22,WAKE UP COCKEREL TILE HOOK
90162C,123.90000000000002,42,16,10,ANT SILVER FUSCHIA BOUDICCA RING
35015,123.84,2064,38,35,JACOBS LADDER SMALL
17191A,123.75,33,12,9,ROSE FLOWER CANDLE+INCENSE 16X16CM
90173,123.75,33,7,7,PAIR BUTTERFLY HAIR CLIPS
22881,123.75,89,15,9,"NUMBER TILE VINTAGE FONT, 2"
22850,123.6,8,1,1,BREAD BIN DINER STYLE BLACK
20816,123.6,24,7,5,GOLD FLOWER CUSHION COVER 
21087,123.22,220,20,19,SET/6 POSIES PAPER CUPS
84367,122.55000000000001,73,7,6,LA STREGA CANVAS PICTURE 
79308B,122.4,144,2,1,MOSAIC CANDLE DISH BLUE PURPLE
16168S,121.86,1274,7,4,FUNKY MONKEY GIFT BAG SMALL
79532,121.25,97,18,15,MOSAIC GLASS BALL CANDLEHOLDER
85166A,120.0,72,8,8,WHITE METAL BAROQUE PHOTO FRAME
90214S,119.75,115,35,26,"LETTER ""S"" BLING KEY RING"
35911B,119.7,57,13,12,PINK/FLOWER RABBIT EGG WARMER 
23463,119.39999999999999,12,7,7,VINTAGE ZINC WATERING CAN
84656,119.0,20,12,12,WHITE ROSE C/COVER
90214C,118.78999999999999,115,35,21,"LETTER ""C"" BLING KEY RING"
21228,118.75,95,29,25,"POCKET MIRROR ""GLAMOROUS"""
84873A,118.65,7,5,5,FUNKY FLOWER PICNIC BAG FOR 4
84872A,118.65,7,6,6,TEATIME FUNKY FLOWER BACKPACK FOR 2
35933,118.56,312,23,20,PINK STOCKING CHRISTMAS DECORATION
22883,117.89999999999999,86,12,9,"NUMBER TILE VINTAGE FONT, 4"
22884,117.89999999999999,86,19,14,NUMBER TILE VINTAGE FONT 5
44242B,117.78,106,8,8,PINK FEATHERS CURTAIN
84751B,117.44,40,19,18,BLACK MEDIUM GLASS CAKE STAND
35824C,117.05,235,8,8,"HANGING FLOWERS+MIRROR,CLEAR"
84858A,116.7,52,7,7,NATURAL RIVIERA HANDBAG
23185,116.58999999999999,323,30,27,FRENCH STYLE STORAGE JAR JAM
72038P,116.5,1050,9,9,PRICE'S CANDLE PEACH
16206B,116.4,96,16,14,RED PURSE WITH PINK HEART
84921,116.25,31,14,13,CREAM AND PINK FLOWERS PONY 
90144,116.25,31,11,11,SILVER DROP EARRINGS WITH FLOWER
90030C,115.65,81,10,10,BROWN KUKUI COCONUT SEED NECKLACE
20848,115.05000000000001,39,12,10,ZINC HEART LATTICE CHARGER SMALL
20896,115.05000000000001,39,13,13,VINTAGE NOTEBOOK PINK FLOWER
90214K,114.75,111,45,23,"LETTER ""K"" BLING KEY RING"
85190,114.75,135,14,14,PINK FLOWER HANGING HEART 
17090D,113.95,95,28,21,VANILLA INCENSE 40 CONES IN TIN
46776D,113.85,23,9,7,WOVEN SUNSET CUSHION COVER 
84288B,113.1,58,21,19,SET/2 BLUE  NOODLE BASKETS
82607C,112.5,90,21,16,GLASS BONBON JAR. SUPERFINES
84462,112.35,99,13,13,3 PINK HEN+CHICKS IN BASKET
44236,112.32000000000001,64,12,9,PINK/PURPLE CIRCLE CURTAIN
21412,112.14,235,42,33,VINTAGE GOLD TINSEL REEL
90129D,112.10000000000001,38,12,12,AMBER GLASS TASSLE BAG CHARM
71510,112.05,177,17,11,SQUARE METAL CANDLEHOLDER BASE
22880,112.05,83,14,10,"NUMBER TILE VINTAGE FONT, 1"
17014A,111.81,247,9,9,ORIGAMI VANILLA INCENSE CONES
72133,111.62,106,27,24,COLUMBIAN CANDLE RECTANGLE
71495B,111.60000000000001,300,12,8,CD WALL TIDY RED FLOWERS
84493,111.12,1142,5,5,BLUE/PINK NEST STRIPE BOX
90170,110.55000000000001,67,10,10,DAISY HAIR BAND
20693,110.5,26,12,10,FLORAL DINOSAUR GREEN
90024D,110.5,13,11,11,NEW BAROQUE B'FLY NECKLACE PINK
22886,110.1,82,14,8,"NUMBER TILE VINTAGE FONT, 7"
78026,110.0,11,1,1,SEAGRASS S/3 SQU LAUNDRY BOX
23496,110.0,88,22,21,PANTRY KITCHEN THERMOMETER 
84886,109.44999999999999,11,8,8,BLUE METAL WALL SHELF
23578,109.2,56,11,11,SNACK TRAY RED GINGHAM
72134,109.16,320,20,15,COLUMBIAN  CUBE CANDLE 
90129E,109.15,37,10,10,PURPLE GLASS TASSLE BAG CHARM
90158,108.9,22,11,11,ST TROPEZ NECKLACE
90073,108.9,22,7,7,VINTAGE ENAMEL & CRYSTAL EARRINGS
90206C,108.9,22,11,9,CRYSTAL DIAMANTE STAR BROOCH
90199B,107.94999999999999,17,12,12,5 STRAND GLASS NECKLACE AMETHYST
90199A,107.94999999999999,17,9,9,5 STRAND GLASS NECKLACE BLACK
90214L,107.94,114,29,20,"LETTER ""L"" BLING KEY RING"
79144B,107.7,265,40,36,PAINTED LIGHTBULB STAR+ MOON
84899F,107.5,86,23,20,YELLOW PURPLE DAISY FELT PURSE KIT
90060F,107.10000000000001,18,7,7,FIRE POLISHED GLASS NECKL GREEN
90211B,107.1,18,8,8,JET BLACK LAS VEGAS NECKLACE 45CM
23151,106.9,60,19,18,ZINC SWEETHEART SOAP DISH
90194,106.25,25,14,14,SILVER LARIAT BLACK STONE EARRINGS
23477,106.25,85,8,8,WOODLAND LARGE BLUE FELT HEART
90186B,106.20000000000002,36,13,13,CRYSTAL HOOP EARRING FLORAL LEAF
90129F,106.2,36,14,14,RED GLASS TASSLE BAG CHARM
90108,106.05,101,13,12,BLUE BLOSSOM HAIR CLIP
84199,105.63,515,62,58,GLOW IN DARK DOLPHINS
16169D,105.0,250,9,9,WRAP WINTER FOREST
22987,105.0,250,10,10,"WRAP , SUMMER ROSE DESIGN"
23574,105.0,14,14,9,PACKING CHARGE
84458,104.55,123,19,17,S/3 RABBIT FLOWER/EGG/CARROT ROPE
20698,104.25,43,18,17,LITTLE PINK MONSTER SOFT TOY
21118,104.25,69,7,7,SHOPPING BAG DOORSTOP
90049,104.07,19,5,3,IVORY GOLD METAL BAG CHARM
35607A,103.93,547,28,27,PINK FLUFFY CHRISTMAS DECORATION
84705B,103.75,83,2,2,FAIRY CAKES PHOTO FRAME
10138,103.74,247,16,14,ASSORTED COLOUR JUMBO PEN
90036F,103.35000000000001,13,4,4,"FLOWER GLASS GARLD NECKL36""TURQUOIS"
84679,103.3,14,4,4,CLASSICAL ROSE TABLE LAMP
84247H,103.25000000000001,35,14,12,PACK/12 DECOUPAGE CARD
85185F,103.25000000000001,35,17,16,LION SOCK PUPPET
90129A,103.25,35,15,14,PINK GLASS TASSLE BAG CHARM 
35096B,102.63,288,21,20,RED VICTORIAN FABRIC HEART BOX
16248B,102.5,82,12,12,BLUE HOLE PUNCH
84613A,102.3,22,10,9,PINK NEW BAROQUE FLOCK CANDLESTICK
22887,102.3,78,14,10,"NUMBER TILE VINTAGE FONT, 8"
21089,102.28,318,36,32,SET/6 GREEN SPRING PAPER CUPS
90024E,102.0,12,7,7,NEW BAROQUE B'FLY NECKLACE MONTANA
81950B,101.92999999999999,197,23,21,FLOWER BLUE CLOCK W/SUCKER
90030A,101.75,77,8,8,SPOTTED WHITE NATURAL SEED NECKLACE
84249A,101.6,238,20,18,"GREETING CARD,SQUARE, DOUGHNUTS"
90040C,101.5,29,10,10,MURANO STYLE GLASS BRACELET GOLD
35910A,101.39999999999999,52,12,12,MULTICOLOUR EASTER RABBIT 
85050,100.8,48,1,1,FRENCH ENAMEL SOAP DISH WITH LID
84549,100.8,64,9,9,CROCHET WHITE RABBIT KEYRING 
72821,100.65,61,14,13,CUPID SCENTED CANDLE IN GLASS
17084J,100.59,479,19,17,LOVE POTION MASALA INCENSE
75172,100.31,97,11,11,PAINTED SEA SHELL METAL WINDCHIME
90190B,100.30000000000001,34,6,6,GOLD/AMBER DROP EARRINGS W LEAF
72753C,99.9,42,5,5,S/3 FLWR FAIRY ROSE CANDLES
20697,99.14999999999999,41,19,17,LITTLE GREEN MONSTER SOFT TOY
84575A,98.8,24,13,13,PINK DOG CANNISTER
20861,98.7,47,15,15,GOLD COSMETIC BAG PINK STAR
47592B,98.7,47,18,15,SCOTTIES DESIGN CHILD'S OVERALL
16161G,97.5,975,33,31,WRAP BAD HAIR DAY
20957,97.15,67,12,12,PORCELAIN HANGING BELL SMALL
17007B,96.60000000000001,46,6,6,S/3 POT POURI CUSHIONS BLUE COLOURS
90199D,95.25,15,9,9,5 STRAND GLASS NECKLACE AMBER
84967A,94.95,2,2,2,PINK KASHMIRI OCCASIONAL TABLE
72606A,94.92,226,18,18,BROWN ANTIQUE CUBE CANDLE
90125C,94.8,88,6,5,TURQUOISE BERTIE GLASS BEAD CHARM
90214E,94.75,95,33,25,"LETTER ""E"" BLING KEY RING"
72740A,94.7,56,5,5,LARGE STRAWBERRY CHOCOLATE CANDLE
90137,94.05000000000001,19,8,8,PINK COMBO MINI CRYSTALS NECKLACE
84388,93.99,73,22,21,WISE MAN STAR SHAPE EGG PAN
90002C,93.75,25,11,8,FLOWER BURST SILVER RING MIDN'T BLU
90003C,93.75,25,10,10,MIDNIGHT BLUE PAIR HEART HAIR SLIDE
35610A,92.82,138,8,8,PINK CHRISTMAS FLOCK DROPLET 
17084A,92.82,442,18,14,TRANQUILITY MASALA INCENSE
35966,92.72,244,20,20,FOLKART CHRISTMAS TREE T-LIGHT HOLD
84867A,92.25,15,3,3,PINK BABY GIRLS PHOTO ALBUM
90214J,92.23,83,30,19,"LETTER ""J"" BLING KEY RING"
21343,92.0,20,3,3,GOLD JEWELERY BOX
71406C,91.98,219,31,21,BLACK ORANGE SQUEEZER
90094,91.8,36,21,20,NECKLACE+BRACELET SET FRUIT SALAD 
20664,91.45000000000002,31,16,11,TROPICAL HOLIDAY PURSE 
90177D,91.45000000000002,31,10,9,DROP DIAMANTE EARRINGS PURPLE
20660,91.25,73,26,22,VIP LUGGAGE TAG 
90040D,91.0,26,10,9,MURANO STYLE GLASS BRACELET PINK
90150,90.0,12,7,7,BLUE SHELL+SILVER NECKLACE
90163A,90.0,12,5,5,PINK ROSEBUD & PEARL NECKLACE
90003B,90.0,24,9,9,ROSE COLOUR PAIR HEART HAIR SLIDES
90214M,89.73,81,29,19,"LETTER ""M"" BLING KEY RING"
17013C,89.46000000000001,213,2,2,ORIGAMI LAVENDER INCENSE IN TUBE
79191D,89.25,105,31,28,RETRO PLASTIC DAISY TRAY
90042C,89.25,35,8,8,FRESHWATER PEARL BRACELET IVORY
84614A,89.25,15,7,7,PINK BAROQUE FLOCK CANDLE HOLDER
84765,89.25,7,4,4,SILVER ROCOCO CANDELABRA
90023,89.25,21,11,7,FILIGREE DIAMANTE EARRINGS
84437A,89.25,105,17,17,S/6 PINK EASTER DECS IN BOX
90156,89.10000000000001,18,7,7,RESIN BRACELET W PASTEL BEADS
90133,89.1,18,7,7,TEAL/FUSCHIA COL BEAD NECKLACE
22879,88.65,71,10,7,"NUMBER TILE VINTAGE FONT, 0"
21337,88.50000000000001,30,9,7,SILVER WASHBAG
84465,88.5,30,20,18,15 PINK FLUFFY CHICKS IN BOX
35638A,88.04999999999998,39,6,6,PINK AND BLACK STRING CURTAIN
84721,87.8,20,2,2,MANHATTAN CANVAS ART PICTURE
35271S,87.78999999999999,433,18,17,GOLD PRINT PAPER BAG
23442,87.36,42,7,7,12 HANGING EGGS HAND PAINTED
35822B,87.02,229,1,1,"ACRYLIC BEAD CHAIN, BLUE"
84424A,86.25,23,10,10,FOUR PICTURE WHITE GLASS FRAME
35913B,85.85,101,19,17,WHITE/PINK CHICK EASTER DECORATION
90162A,85.55000000000001,29,10,8,ANT SILVER TURQUOISE BOUDICCA RING
90190C,85.55000000000001,29,10,10,SILVER/AMETHYST DROP EARRINGS LEAF
90164A,85.35,21,7,7,PINK ROSEBUD PEARL BRACELET
90024B,85.0,10,6,6,NEW BAROQUE B'FLY NECKLACE RED
90028,85.0,10,5,5,NEW BAROQUE LARGE NECKLACE BLK/WHIT
90026D,85.0,10,8,6,GLASS BEAD HOOP NECKLACE AMETHYST
84923,85.0,10,5,5,PINK BUTTERFLY HANDBAG W BOBBLES
35265,85.0,21,15,14,COLOURFUL FLOWER FRUIT BOWL
17027A,84.84,228,2,1,INCENSE BAZAAR CANNABIS
46775A,84.75,5,4,3,BUBBLE GUM CHUNKY KNITTED THROW 
46775B,84.75,5,4,3,BERRIES CHUNKY KNITTED THROW 
90088,84.14999999999999,99,12,8,CRYSTAL KEY+LOCK PHONE CHARM
72783,84.0,40,7,7,BLACK SIL'T SQU CANDLE PLATE 
90000B,83.30000000000001,14,9,9,MIDNIGHT BLUE COPPER FLOWER NECKLAC
72779,82.81,49,15,14,SET/6 BLACK ROSE T-LIGHT CANDLES
90039D,82.5,22,5,4,FIRE POLISHED GLASS BRACELET GREEN
90069,82.5,11,5,5,RUBY GLASS CLUSTER NECKLACE
35838B,82.45,97,22,21,S/6 SILVER ORNAMENETAL CANDLE
21699,82.44,108,3,2,SET 5 MINI CHOCOLATE FRIDGE MAGNETS
16051,82.2,938,3,3,TEATIME PENCIL W STAMP ASST
35609A,82.19,427,18,17,PINK FEATHER CHRISTMAS DECORATION
90121B,80.75,19,9,8,VINTAGE ROSE BEAD BRACELET BLUE
90164B,80.7,30,8,8,WHITE  ROSEBUD PEARL BRACELET
17011E,80.60000000000001,124,1,1,ORIGAMI OPIUM SCENT INCENSE+FLOWER
90040A,80.5,23,10,10,MURANO STYLE GLASS BRACELET RED
90166,80.15,19,11,7,PINK & WHITE ROSEBUD RING
37479P,80.13,139,22,17,CUBIC MUG FLOCK PINK ON BROWN
90162D,79.65,27,11,7,ANT SILVER PURPLE BOUDICCA RING
47369B,79.54,26,10,10,BLUE GREEN EMBROIDERY COSMETIC BAG
84795E,79.5,10,5,3,RIO PINK STRIPE HAMMOCK
23464,79.2,16,6,6,VINTAGE ZINC WATERING CAN SMALL
90096,79.05,31,11,10,NECKLACE+BRACELET SET BLUE BLOSSOM
